owner,period,metric_type,value,unit,objective
wenjun.luo,2025 年 7 月,交付量,1,台,"### 1：完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Pr..."
wenjun.luo,2025 年 7 月,交付量,1,台,"### 1：完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Pr..."
wenjun.luo,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,试驾量,3,组,"### 1：完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Pr..."
wenjun.luo,2025 年 7 月,试驾量,3,组,"### 1：完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Pr..."
wenwen.wu,2025 年 7 月,交付量,5,台,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenwen.wu,2025 年 7 月,新增建联量,100,人,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenwen.wu,2025 年 7 月,新增建联量,100,人,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenwen.wu,2025 年 7 月,新增建联量,100,人,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenwen.wu,2025 年 7 月,新增建联量,100,人,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenwen.wu,2025 年 7 月,试驾量,80,组,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenya.yang,2025 年 7 月,交付量,2,台,"### 多积累客户资源 ，抖音➕小红书拓客，每天直播半小时以上 ，完成月度4台锁单，交付2台目标，L90意向金10个，中高配车型占比超45%
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标拆解，建联每日6个以上，每日call量20个三十秒以上，月试驾30组以上。
    - Progress: 0%
    - Score: 0..."
wenya.yang,2025 年 7 月,交付量,2,台,"### 多积累客户资源 ，抖音➕小红书拓客，每天直播半小时以上 ，完成月度4台锁单，交付2台目标，L90意向金10个，中高配车型占比超45%
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标拆解，建联每日6个以上，每日call量20个三十秒以上，月试驾30组以上。
    - Progress: 0%
    - Score: 0..."
wenya.yang,2025 年 7 月,试驾量,30,组,"### 多积累客户资源 ，抖音➕小红书拓客，每天直播半小时以上 ，完成月度4台锁单，交付2台目标，L90意向金10个，中高配车型占比超45%
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标拆解，建联每日6个以上，每日call量20个三十秒以上，月试驾30组以上。
    - Progress: 0%
    - Score: 0..."
wenya.yang,2025 年 7 月,试驾量,30,组,"### 多积累客户资源 ，抖音➕小红书拓客，每天直播半小时以上 ，完成月度4台锁单，交付2台目标，L90意向金10个，中高配车型占比超45%
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标拆解，建联每日6个以上，每日call量20个三十秒以上，月试驾30组以上。
    - Progress: 0%
    - Score: 0..."
wenyu.zhang4,2025 年 7 月,试驾量,30,组,"### 7月电话300个 主动建联门店接待40个 试驾30个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店接待每日最低留资两个以上 电话20个 邀约试驾一周五个以上 争取十次试驾
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,试驾量,30,组,"### 7月电话300个 主动建联门店接待40个 试驾30个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店接待每日最低留资两个以上 电话20个 邀约试驾一周五个以上 争取十次试驾
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,锁单量,2,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,锁单量,1,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,锁单量,2,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,锁单量,1,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,锁单量,2,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,锁单量,1,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
will.xiao,2025 年 7 月,新增建联量,60,人,"### V1（能力成长）：持续学习，提升建联建信、卖车及服务相关的能力A1：（新 Fellow）通过 ACDC培训
A2：完成并通过产品知识考试（如有）；完成竞品车型的攻防演练（如有）A3：每周输出1个优秀案例并在团队内分享
A4：每月完成一本销售类书籍的阅读（如销售、心理学、谈判，等），并在战队内分享
- **Progress:** 0%
- **Score:** 0

#### Key Res..."
will.xiao,2025 年 7 月,新增建联量,60,人,"### V1（能力成长）：持续学习，提升建联建信、卖车及服务相关的能力A1：（新 Fellow）通过 ACDC培训
A2：完成并通过产品知识考试（如有）；完成竞品车型的攻防演练（如有）A3：每周输出1个优秀案例并在团队内分享
A4：每月完成一本销售类书籍的阅读（如销售、心理学、谈判，等），并在战队内分享
- **Progress:** 0%
- **Score:** 0

#### Key Res..."
william.tao,2025 年 7 月,交付量,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,交付量,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,交付量,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,新增建联量,120,人,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,锁单量,4,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,锁单量,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,锁单量,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,锁单量,4,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,锁单量,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,锁单量,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
